(34.8045487, -86.9711698)
(35.1460249, -90.0517638)
(39.3131621, -77.6281858)
(37.7742152, -87.1133304)
(39.0429506, -122.915829)
(32.6130227, -116.4677244)
(38.791612, -90.5958468)
(43.0785747, -89.1988571)
(43.113618, -88.435931)
(32.3643098, -88.703656)
(38.3659015, -97.6575171)
(45.140245, -89.152335)
(43.250859, -83.794131)
(42.0167075, -93.1636877)
(53.5462055, -113.491241)
(37.2397486, -96.9955919)
(43.0036122, -89.0164995)
(39.5203188, -89.0489712)
(33.226192999999995, -117.0291299794908)
(41.764582, -72.6908547)
(39.1852184, -78.1652404)
(42.204515, -95.9505925)
(42.4685661, -91.8891187)
(41.7320796, -93.605092)
(39.5487452, -89.2941549)
(34.2978794, -83.8240663)
(30.9528641, -92.1857892)
(30.7621326, -86.5705084)
(41.1544433, -96.0422378)
(35.1677771, -114.57302)
(37.6390972, -120.9968782)
(41.8356142, -79.381438)
(39.727049, -76.3266255)
(26.3586885, -80.0830984)
(38.9847765, -85.609412)
(40.6022059, -75.4712794)
(42.6603037, -77.0540989)
(41.0956718, -73.4219246)
(37.9396795, -87.8952993)
(33.4956744, -88.4272627)
(43.6256168, -89.7715646)
(47.8552259, -121.971335)
(34.4647338, -110.091655)
(46.3580221, -94.2008288)
(31.83688, -102.0103767)
(42.0112329, -87.8406031)
(34.2367621, -84.4907621)
(31.45140705, -85.78393468276528)
(39.9405903, -77.6598624)
(34.9498007, -81.9320157)
(32.6518004, -96.9083366)
(38.628683, -92.5659635)
(47.10529, -104.71246)
(33.9566391, -83.9890066)
(33.5862149, -86.2860888)
(40.0492751, -75.4290819)
(43.5121225, -85.7944976)
(43.6205056, -95.5956434)
(36.8746177, -94.877374)
(44.0839937, -93.2261076)
(38.7801162, -76.5957937)
(37.2393471, -113.525776)
(38.9697458, -94.7845837)
(43.0186858, -74.0315162)
(40.5885271, -83.1895249)
(33.5206824, -86.8024326)
(34.0553813, -117.7517496)
(37.9854441, -77.9486307)
(34.1362075, -118.0401497)
(39.0197327, -76.59026765175719)
(41.720136, -87.7013258)
(39.6430455, -77.7191081)
(38.661953, -90.5643258)
(49.163877, -123.938122)
(48.0074736, -121.7304882)
(37.6300316, -97.7826841)
(43.6680928, -92.9744896)
(33.0545709, -84.1557496)
(41.3436555, -86.3097278)
(35.224533, -90.7867798)
(36.1672559, -115.148516)
(41.0459932, -72.4655905)
(51.0456064, -114.057541)
(44.2798024, -68.3250168)
(35.4874708, -80.621438)
(39.246479, -94.419079)
(36.3918723, -75.9118432)
(49.8955367, -97.1384584)
(39.8695516, -104.985181)
(37.6913769, -96.9707179)
(32.7595737, -97.4583538)
(42.7795273, -96.929101)
(46.4085273, -105.840981)
(36.6333962, -93.4168531)
(33.6676103, -84.0176904)
(35.595363, -82.5508407)
(45.519105999999994, -109.44428375000001)
(42.6875323, -83.2341028)
(41.1412078, -73.2637258)
(38.4825192, -100.907094)
(34.2406479, -111.323026)
(39.3303357, -84.408275)
(39.4667025, -87.4139119)
(39.0286093, -96.8313978)
(42.3917638, -71.0328284)
(39.458681, -82.2318156)
(34.453161, -90.4787116)
(34.3181497, -86.4958219)
(31.715036, -83.2541994)
(38.4612134, -93.2037048)
(35.6076028, -95.8602699)
(30.6035255, -87.9036047)
(38.7098314, -93.2295515)
(28.5421109, -81.3790304)
(39.4353373, -84.2029922)
(39.2072377, -86.2469553)
(39.7683331, -86.1583502)
(42.0267567, -93.6170448)
(33.7690164, -118.191604)
(44.886494, -93.1926847)
(38.5135805, -89.9841627)
(31.0237921, -87.4938708)
(37.9577016, -121.2907796)
(33.6794956, -116.17628)
(48.3605336, -96.381968)
(43.4798875, -72.3866266)
(35.9824598, -86.5199492)
(39.6895036, -84.1688274)
(40.0608352, -95.6019294)
(37.9842257, -75.852267)
(35.2831727, -86.3739827)
(42.0965167, -79.2380322)
(49.1927055, -98.1014567)
(41.9054695, -90.5599971)
(42.1555134, -74.5315921)
(34.2157064, -92.0140402)
(35.1595182, -84.8766115)
(38.6338982, -95.8258206)
(36.6333962, -93.4168531)
(41.1434547, -95.9124686)
(36.5966367, -114.484155)
(34.7675614, -89.4486894)
(30.3157527, -89.247543)
(40.2663107, -76.8861122)
(37.9967163, -88.9200685)
(32.2043546, -82.321791)
(37.0430812, -100.920999)
(41.5235808, -90.5770967)
(37.4237573, -76.9010753)
(38.9742502, -94.6851702)
(42.114025, -96.7072294)
(39.2251888, -106.0019519)
(34.2440587, -116.91018)
(36.0103562, -84.2696449)
(38.917252, -97.21377)
(44.4644255, -88.919829)
(41.8528065, -124.14986198309553)
(36.7151346, -90.4146358)
(43.0407742, -78.8660527)
(44.5487289, -80.4657729)
(49.77658205, -97.1605405)
(40.154762, -74.8380029)
(32.7174202, -117.1627728)
(38.794218, -94.24767233975314)
(39.5355063, -76.3490396)
(36.1028596, -78.2787229)
(33.3703197, -112.583776)
(35.491835949999995, -94.19951398853439)
(38.9107156, -94.3821295)
(36.2297936, -93.1076765)
(28.0394654, -81.9498042)
(38.4404925, -122.7141049)
(33.3967079, -86.1597137)
(43.9250655, -71.8920762)
(35.9603948, -83.9210261)
(47.6144219, -122.192337)
(37.48967125, -121.94575731672185)
(40.3491604, -84.1593008)
(47.10529, -104.71246)
(38.7761446, -90.3715909)
(36.0625843, -94.1574328)
(41.0324537, -89.2998456)
(37.5780995, -105.7890452)
(34.2739933, -88.4092133)
(31.5790667, -90.4407122)
(34.7743383, -96.6783651)
(37.1464398, -92.7687819)
(39.2255213, -92.8435384)
(40.8734784, -72.8079636)
(43.177055, -124.187608)
(41.2230048, -111.9738429)
(35.9420431, -95.8833235)
(31.4334994, -86.9569176)
(36.1622767, -86.7742984)
(38.142773, -94.8127444)
(53.6573416, -110.3377989)
(36.9903199, -86.4436018)
(39.0048397, -94.1291914)
(36.9545117, -94.7880057)
(34.4442547, -85.7196893)
(44.9391565, -123.033121)
(33.3062031, -111.8411851)
(42.716293, -78.828717)
(44.6365071, -123.1059324)
(35.2784173, -93.1337856)
(39.7147552, -88.472278)
(44.1310741, -90.4998543)
(40.7266477, -73.6343052)
(52.305554, 4.6926644)
(37.3034933, -89.5230357)
(42.2830786, -87.9531303)
(34.1652304, -84.7997613)
(38.8516751, -94.3438378)
(38.5611247, -94.1913332)
(35.1167484, -85.2925214)
(47.6742994, -116.7811531)
(35.0717945, -81.6498195)
(32.5841595, -88.1872828)
(35.473745, -81.2545251)
(39.427337, -75.2340768)
(43.4065089, -124.2242824)
(35.2225717, -97.4394816)
(41.9139808, -88.3128183)
(37.1922068, -98.0835849)
(32.0895908, -88.2219652)
(42.0041236, -87.9706457)
(45.794956, -88.072071)
(38.5016051, -94.9521878)
(43.9253287, -72.6659422)
(34.4775296, -114.3379972)
(43.2477691, -89.3437277)
(38.092239500000005, -121.38984593366523)
(42.8441964, -82.8843722)
(42.0405857, -87.7825696)
(35.5261633, -98.7075744)
(27.7458626, -81.5306313)
(36.5245064, -91.5381967)
(43.3260376, -71.6854725)
(38.5810606, -121.493895)
(38.7125305, -77.0124598)
(35.7032002, -96.880011)
(37.2395367, -107.82158179169292)
(39.7686055, -94.8466322)
(37.8347342, -97.3733759)
(30.4112904, -88.8279165)
(38.8908583, -90.1843091)
(31.3271189, -89.2903392)
(40.5834557, -74.1496048)
(38.7164771, -75.0835107)
(43.6647961, -93.9510501)
(38.4087993, -121.3716178)
(39.100105, -94.5781416)
(36.0726355, -79.7919754)
(38.9178538, -78.1917718)
(36.6411357, -93.2175285)
(34.5096839, -96.974653)
(37.8092463, -85.4669015)
(27.9477595, -82.458444)
(33.0186699, -80.1762704)
(39.0984317, -76.8485094)
(35.5181575, -83.0976419)
(33.8347516, -117.911732)
(30.4494155, -91.1869659)
(38.2050442, -87.5741876)
(39.7219882, -85.8891471)
(33.7489924, -84.3902644)
(40.8153762, -73.0451085)
(41.2381017, -85.8530544)
(32.3643098, -88.703656)
(35.9542216, -95.5636238)
(39.3417244, -94.2223507)
(39.7147552, -88.472278)
(37.9970626, -91.6139952)
(33.9919085, -83.7184368)
(44.2613967, -88.4069744)
(38.7042119, -91.4373845)
(38.8108097, -94.5313502)
(44.9636573, -93.8469916)
(34.8383236, -114.603872)
(44.9032959, -94.1955334)
(34.5959265, -92.4890469)
(39.5534303, -77.9949993)
(38.2912431, -76.6357946)
(42.6414437, -71.3085329)
(37.6922361, -97.3375448)
(42.24253, -83.6171426940706)
(34.7017558, -86.3758201)
(43.213671, -77.93918)
(43.7099532, -74.974448)
(37.1968298, -93.2946576)
(36.2079779, -86.2910945)
(37.383656, -87.6427843)
(44.5393721, -95.1164478)
(34.9343599, -88.5223353)
(38.6346863, -75.8637279)
(38.2520423, -84.8633812)
(32.7884363, -79.9399309)
(34.5003748, -91.5526281)
(36.4208054, -94.4526535)
(40.3946072, -104.6893108)
(36.703647, -97.081898)
(43.0833231, -73.8712155)
(39.7948749, -93.5532779)
(37.7934528, -79.9939484)
(38.1798796, -92.6226454)
(38.8950368, -77.0365427)
(39.7773329, -75.7713264)
(38.1443725, -92.65947435867777)
(43.6256168, -89.7715646)
(37.2742117, -87.5119435)
(36.3967623, -97.8791341)
(30.6913462, -88.0437509)
(36.8448348, -76.2863999)
(34.6322605, -83.7596041)
(35.6630887, -81.2219363)
(43.517684, -70.377731)
(39.9928898, -74.7876624)
(35.7972998, -84.2560299)
(38.6280278, -90.1910154)
(39.2952821, -77.8603829)
(32.9481789, -96.7297206)
(38.980596, -76.3144415)
(35.1460249, -90.0517638)
(36.1672559, -115.148516)
(49.605638, -97.0385481)
(34.5258335, -82.652962)
(43.309778, -78.82615)
(39.790371, -77.7277714)
(39.2508229, -106.2925238)
(38.9697458, -94.7845837)
(33.5756831, -83.1823789)
(29.2108147, -81.0228331)
(39.1432057, -94.5733988)
(43.1524574, -93.2017941)
(35.2578498, -96.9366888)
(42.6878984, -88.0520341)
(30.9038252, -84.5754768)
(39.415779, -77.4127562)
(39.0924792, -94.4137923)
(32.8423345, -104.4032963)
(40.6710765, -111.8250278)
(28.3553873, -80.7318827)
(34.9700911, -83.3871006)
(40.9277324, -100.1619896)
(37.81724, -96.8622524)
(40.9414874, -73.9593041)
(34.7312005, -87.70253)
(38.5322401, -93.5221545)
(41.7728108, -78.0192691)
(42.7656251, -71.4677032)
(40.4379956, -99.3698995)
(38.8109254, -94.9272958)
(37.1511655, -88.7319979)
(38.0469166, -97.3447244)
(34.010929, -85.9989596)
(38.8139804, -76.7575894)
(37.7527982, -100.0170787)
(37.7644952, -89.3350888)
(41.2455927, -89.9248303)
(42.0227653, -93.4524342)
(43.7391616, -87.7817541)
(38.6269929, -88.9456158)
(35.2423023, -87.3347389)
(36.0346393, -89.3857496)
(43.0349931, -87.922497)
(30.2711286, -97.7436995)
(38.682001850000006, -120.98514424518402)
(42.0177718, -95.3553286)
(30.421309, -87.2169149)
(42.9728594, -71.9798028)
(33.7690164, -118.191604)
(46.0705151, -93.6677455)
(40.9177251, -111.3993634)
(42.498275, -92.3328743)
(35.6709727, -80.4742261)
(34.1335332, -86.8779268)
(38.4423644, -105.222494)
(41.1414855, -73.3578955)
(33.3527632, -111.789037)
(39.1134562, -94.626497)
(30.3674198, -89.0928155)
(31.1499528, -81.4914894)
(30.2711224, -87.6893826)
(36.8664765, -83.8888138)
(39.4167742, -81.4548392)
(40.5508527, -105.0668085)
(34.6398783, -90.3623833)
(40.335345, -75.9279495)
(35.2072185, -101.833824)
(44.279621, -73.979874)
(33.4017766, -86.954437)
(40.838926, -89.8864976)
(35.3414745, -89.8973084)
(38.6280278, -90.1910154)
(29.1871986, -82.1400923)
(41.0534302, -73.5387341)
(37.8000123, -97.3183763)
(33.9522585, -85.92537820802963)
(34.9248667, -81.0250784)
(34.0028569, -84.1441046)
(41.8489872, -72.5717551)
(37.9967961, -88.9257818)
(38.1991971, -92.8335237)
(38.3031837, -77.4605399)
(35.224533, -90.7867798)
(36.8572781, -88.350315)
(40.2070573, -74.0812506)
(34.49045205, -114.40481046470772)
(36.3049177, -86.621443)
(38.7125305, -77.0124598)
(42.6414437, -71.3085329)
(46.8701049, -113.995267)
(39.7405111, -104.830994)
(37.970495, -87.5715641)
(39.983721, -104.8110775)
(40.369766, -105.54968963482818)
(37.5385087, -77.43428)
(36.4275699, -84.9318919)
(34.6240205, -87.05791872812708)
(39.1333445, -94.198461)
(38.270022, -122.60612241304348)
(37.7274692, -89.216655)
(37.2675076, -97.3999395)
(39.3731886, -94.3621376)
(44.818173, -93.1659179)
(38.2444619, -96.9280787)
(39.6581425, -78.928357)
(34.6086854, -98.3903305)
(35.2923513, -81.5356463)
(36.028174, -104.901659)
(39.6247614, -89.0189684)
(40.9044778, -89.0345224)
(38.4493315, -78.8688833)
(31.2237285, -85.3934375)
(39.6159851, -75.662956)
(33.5939372, -117.2414989)
(42.1157038, -75.9587873)
(18.465299, -66.116666)
(38.2544472, -104.609141)
(43.9441328, -90.8129118)
(33.6956461, -78.8900409)
(38.0493288, -87.2746568)
(37.2242358, -95.7083131)
(35.1859901, -86.1118359)
(29.9988312, -95.2621553)
(38.2544472, -104.609141)
(34.7665942, -84.7698842)
(30.5217116, -97.827833)
(31.83688, -102.0103767)
(42.0112329, -87.8406031)
(39.9356016, -91.4098727)
(38.7145481, -94.4611204)
(39.6356048, -84.931071)
(39.5975986, -94.4184896)
(34.1448193, -84.9329986)
(39.5355063, -76.3490396)
(36.3019461, -88.3258578)
(34.729847, -86.5859011)
(33.4942189, -111.926018)
(39.5233424, -105.305499)
(41.2814842, -73.4981792)
(47.4799078, -122.2034496)
(32.2731475, -89.9868058)
(33.639524, -117.9765496935195)
(44.7947537, -106.8222688)
(38.9791708, -94.9685784)
(43.1070321, 12.402996209906487)
(34.5361067, -117.2911565)
(34.0234337, -84.6154897)
(35.1403474, -93.9219333)
(35.0841034, -106.650985)
(41.4491115, -95.1112427)
(39.1948165, -121.19264637070282)
(39.2797699, -89.8817662)
(39.6536529, -91.7346056)
(36.0998131, -80.2440518)
(42.6371107, -77.5964862)
(40.033814, -83.1596108)
(45.4942838, -122.867045)
(33.5801103, -85.0766113)
(33.7578725, -117.9859054)
(34.2675937, -86.2088669)
(36.5731952, -79.0027897)
(39.6302657, -106.0433023)
(38.2493581, -122.039966)
(43.6480127, -93.3682656)
(36.72943505, -86.54744447474744)
(41.0195659, -92.4116886)
(43.6008183, -116.24210864118032)
(40.4416941, -79.9900861)
(32.1613648, -81.8980725)
(41.311367, -105.591101)
(34.5068228, -87.7290264)
(40.7596198, -111.886797)
(38.3172715, -88.9031201)
(39.009454, -98.394228)
(38.3902777, -105.1185988)
(36.0228734, -95.9683278)
(41.9426657, -70.7618592)
(38.9939426, -80.2322698)
(42.0503062, -89.4312201)
(33.9255685, -116.875289)
(40.7359317, -73.0820556)
(37.6853413, -85.2221819)
(33.5806115, -112.237294)
(38.9938016, -105.057045)
(37.3968765, -5.9532209)
(34.5038393, -93.0552437)
(42.0041236, -87.9706457)
(40.137225, -97.180591)
(39.545816, -95.3326052)
(35.3187279, -82.4609528)
(41.3556187, -72.0997804)
(34.9289743, -86.9738959)
(38.7744952, -76.0763065)
(37.2679148, -76.0174326)
(34.2542084, -110.029832)
(35.5342414, -87.206954)
(43.6819514, -86.4197997)
(40.692847, -99.117888)
(44.5624676, -92.5338013)
(38.73524435, -94.8360711721493)
(38.5893934, -119.8345013)
(36.876719, -89.5878579)
(39.5261206, -119.8126581)
(35.2521996, -92.6888936)
(36.1867442, -94.1288142)
(37.9939386, -88.9350692)
(42.849363999999994, -106.29958448427837)
(37.1922068, -98.0835849)
(32.0879342, -84.6674203)
(37.0589425, -88.1325257)
(35.6630196, -95.3927706)
(38.4108801, -87.7614174)
(38.7919683, -90.3227803)
(34.5370339, -86.3944308)
(35.6150716, -87.0352831)
(40.40147625, -120.50951431684354)
(40.0789018, -93.6166074)
(39.2147095, -95.0620347)
(19.3883393, -99.1256634)
(34.5114883, -83.5271166)
(42.6452817, -95.1992726)
(51.0333408, 2.8647185)
(40.4209078, -78.1100066)
(38.9938016, -105.057045)
(39.452786, -74.72469501133642)
(33.0898731, -82.0156736)
(33.659957, -86.58392282828284)
(33.4669721, -117.6981075)
(35.683404, -85.7699816)
(39.0006686, -74.799333)
(38.4314141, -92.8410274)
(36.4134809, -119.098633)
(42.1547457, -89.7398389)
(41.6573014, -87.679871)
(37.1306078, -92.2634942)
(30.5231647, -87.9028458)
(38.2442186, -93.3774013)
(41.1238873, -100.7654232)
(42.0167075, -93.1636877)
(35.3738712, -119.0194639)
(39.4143273, -94.9006328)
(33.5966005, -83.8598742)
(32.246382100000005, -106.37426168207492)
(41.8755616, -87.6244212)
(35.9787638, -114.8337739)
(39.109724, -95.0877465)
(30.9251869, -88.5900235)
(40.6127349, -89.459323)
(43.517684, -70.377731)
(37.9461438, -93.401034)
(41.4831567, -71.5514497)
(49.1039289, -122.657047)
(39.158168, -75.5243682)
(39.3868396, -94.5815937)
(36.5092119, -86.8849984)
(44.899211, -97.115289)
(34.4435937, -86.9347899)
(36.2381082, -90.0551598)
(33.9597677, -83.376398)
(40.7426699, -114.072087)
(43.4798875, -72.3866266)
(41.5595723, -98.9805484)
(38.5723318, -94.8786484)
(44.9617922, -124.0159522)
(35.2436969, -89.3500714)
(41.8605842, -87.7125609)
(34.881763, -90.0087022)
(38.007273, -89.6584326)
(38.3172715, -88.9031201)
(38.3494456, -92.5805241)
(41.0944767, -88.4250597)
(35.2248034, -88.2492037)
(34.79981, -87.677251)
(39.3765918, -77.1549078)
(38.671119, -96.9425139)
(37.9396795, -87.8952993)
(40.9826981, -74.9605225)
(40.2412143, -76.894272)
(37.5949316, -120.9577098)
(38.4108801, -87.7614174)
(43.5009176, -70.4428286)
(37.9244799, -95.3999814)
(40.1017643, -76.085227)
(37.1289771, -84.0832646)
(38.9427219, -91.9417153)
(32.6308318, -90.0040817)
(40.245664, -74.8459972)
(43.3872247, -87.875644)
(34.9248125, -80.7440174)
(41.0746217, -95.9240877)
(34.7395701, -82.0370466)
(40.1481349, -89.3636569)
(28.0394654, -81.9498042)
(33.2483858, -111.634158)
(40.2601096, -74.2737573)
(42.7284117, -73.6917878)
(36.1563122, -95.9927516)
(32.844017, -97.1430671)
(39.9427613, -74.0735588)
(35.6571367, -97.4649038)
(38.1905819, -94.0293867)
(44.1634663, -93.9993505)
(33.2095614, -87.5675258)
(44.98938, -93.376625)
(34.3100971, -92.4013484)
(39.8366528, -105.0372046)
(28.01633, -82.1234803)
(42.3149911, -92.1921275)
(-49.8974818, -68.6071301)
(45.3944027, -92.1424066)
(43.0481221, -76.1474244)
(39.0611154, -94.8196847)
(43.1790768, -88.1170784)
(41.3183891, -93.0971358)
(40.1624531, -85.7260804)
(36.5277607, -87.3588703)
(44.9085741, -93.5930133)
(41.9560061, -73.3497554)
(33.677474, -116.2958789)
(39.0089226, -94.4622103)
(43.8870995, -89.4903782)
(41.4801166, -71.5227103)
(37.5455735, -97.2689331)
(32.262649, -90.8570486)
(39.8454163, -88.9524151)
(35.3272928, -96.9253004)
(39.1958333, -95.2083035)
(25.0782266, -77.3383438)
(34.832872, -89.1759026)
(47.8278656, -122.3053932)
(34.4743123, -85.34845904740017)
(39.2194841, -87.5222449)
(47.1952417, -120.940063)
(38.0049214, -121.805789)
(36.7183708, -76.2466798)
(42.8336422, -88.7292679)
(35.7333312, -81.3442915)
(27.6387163, -80.3975399)
(34.4435937, -86.9347899)
(43.0630734, -86.2283864)
(39.0597129, -94.8837597)
(42.3149911, -92.1921275)
(39.2302156, -77.2508469)
(34.9331453, -83.8471223)
(42.2330049, -96.2279425)
(37.8381108, -94.3596185)
(34.0536909, -118.242766)
(36.6612387, -80.9239671)
(37.7790262, -122.419906)
(40.6938609, -89.5891008)
(35.2253945, -82.4295635)
(43.0558939, -92.0347006)
(44.36308, -98.214388)
(44.5126379, -88.0125794)
(39.1090458, -94.767624)
(36.3728538, -94.2088172)
(30.7235263, -95.5507771)
(38.4108801, -87.7614174)
(34.7465071, -92.2896267)
(38.0464066, -84.4970393)
(38.366027, -75.6009964)
(35.4495097, -97.3967025)
(35.4492404, -86.7888887)
(42.7260523, -87.7825242)
(42.8867166, -78.8783922)
(36.7503719, -76.22857998050293)
(33.7750997, -86.4716512)
(35.9803138, -78.5103731)
(41.258841, -95.8519484)
(38.2330898, -92.4585154)
(39.1948165, -121.19264637070282)
(35.8272257, -90.6949871)
(41.8119602, -79.2654452)
(34.0709576, -84.2747329)
(40.7399785, -84.105006)
(42.9320202, -76.5672029)
(34.509544, -88.6353313)
(39.3642852, -74.4229351)
(45.519105999999994, -109.44428375000001)
(35.2590371, -77.6484879)
(43.157285, -77.615214)
(39.2103186, -92.1379539)
(39.7010126, -77.50545402166674)
(41.353844, -90.3814248)
(39.049011, -95.677556)
(43.9582272, -91.7807784)
(39.0273676, -95.7627535)
(42.501419, -71.5845822)
(35.4729886, -97.5170536)
(43.8830606, -91.2343539)
(33.6669903, -114.2168101)
(39.5214373, -85.7769238)
(38.2805772, -95.2419192)
(39.100105, -94.5781416)
(34.8239518, -89.9937018)
(44.0507339, -94.4183249)
(39.13611, -95.951656)
(39.9259345, -77.7485516)
(37.3407838, -95.2596295)
(44.290948, -121.549251)
(33.4706617, -86.5133163)
(43.9800086, -124.1013089)
(32.4284761, -90.1323087)
(37.693952, -85.8591285)
(44.016521, -70.981293)
(34.6941696, -81.642794)
(38.3625063, -98.7804087)
(43.7533414, -88.4493796)
(33.8595492, -84.683824)
(42.9768372, -78.5930999)
(32.678442849999996, -97.41667594537326)
(37.6853413, -85.2221819)
(37.5385087, -77.43428)
(32.2998686, -90.1830408)
(33.03711785, -97.28163299491925)
(38.9237244, -75.5777033)
(13.2235757, 44.5160442)
(37.2722751, -85.8910819)
(36.3134398, -82.3534728)
(36.3930879, -105.285009)
(26.5397964, -81.4356323)
(37.5111596, -94.8380215)
(39.0384274, -80.467313)
(37.9559513, -90.879099)
(33.4254259, -94.0430937)
(34.8629426, -111.8137097)
(41.0750361, -87.2575283)
(39.0520902, -88.6029006)
(38.0608444, -97.9297743)
(38.6653297, -90.3759499)
(36.057938, -76.6077213)
(42.4966815, -96.4058782)
(39.1014537, -84.5124602)
(38.7877791, -90.6747372)
(40.5508527, -105.0668085)
(45.375835800000004, -86.89967200506896)
(38.2542376, -85.759407)
(40.7426699, -114.072087)
(40.1481349, -89.3636569)
(38.4040054, -96.181623)
(35.4325854, -96.3050064)
(36.1057184, -75.8135198)
(34.9331453, -83.8471223)
(38.8898478, -94.5313816)
(35.1477774, -114.568298)
(44.0168463, -107.9557722)
(42.478934, -87.8238485)
(38.0872306, -102.620749)
(34.769536, -92.2670941)
(34.9343599, -88.5223353)
(31.1229561, -85.4527113)
(39.1169851, -92.220735)
(38.9786401, -76.492786)
(43.932486, -103.575193)
(44.0234387, -92.4630182)
(40.6186756, -80.5772928)
(34.539984, -112.468812)
(33.6783336, -118.0000166)
(49.8955367, -97.1384584)
(37.6806669, -92.6637835)
(36.1623886, -85.4997057)
(35.3414745, -89.8973084)
(39.8308973, -77.231012)
(38.5810606, -121.493895)
(38.9995797, -93.9539663)
(42.8690271, -76.9786122)
(37.762298, -84.8432852)
(40.8695533, -97.1706676)
(32.9594891, -117.2653146)
(37.8239167, -96.2891703)
(36.8252277, -119.7029194)
(30.5217116, -97.827833)
(33.8251139, -88.5436553)
(39.0277832, -94.6557914)
(43.5737361, -116.559631)
(43.6954424, -116.3540138)
(42.048881, -92.9122672)
